2022-10-19 18:32:07.702 | WARNING  | __main__:handle:71 - 用户(id)：wayne_999(1317379638)|查询命令：1|命令执行有误
2022-10-19 18:32:23.173 | INFO     | __main__:handle:60 - 用户(id)：wayne_999(1317379638)|查询命令：redis-cli 28q 0 keys *user_new_level_hash*
2022-11-02 17:47:05.235 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli ng 0 get ngadmin_ThirdRuntime:get_bill_replenish:PG
2022-11-02 17:47:06.352 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli ng 0 get ngadmin_ThirdRuntime:get_bill_replenish:PG
2022-11-02 17:47:07.426 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli ng 0 get ngadmin_ThirdRuntime:get_bill_replenish:PG
2022-11-02 17:47:08.513 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli ng 0 get ngadmin_ThirdRuntime:get_bill_replenish:PG
2022-11-02 17:47:09.927 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli ng 0 get ngadmin_ThirdRuntime:get_bill_replenish:PG
2022-11-02 17:47:11.180 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli ng 0 get ngadmin_ThirdRuntime:get_bill_replenish:PG
2022-11-04 23:35:04.075 | WARNING  | __main__:handle:71 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli  one 0 keys *users_validate_sign_password*|命令执行有误
2022-11-04 23:35:14.606 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli  yh 0 keys *users_validate_sign_password*
2022-11-04 23:36:06.658 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli  yh 0 hget yhylapp_users_validate_sign_password 177544
2022-11-04 23:52:53.891 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli  yh 0 hget yhylapp_users_validate_sign_password 177544
2022-11-04 23:52:59.741 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli  yh 1 hget yhylapp_users_validate_sign_password 177544
2022-11-05 00:00:28.265 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli  yh 0 keys *api_repeat_validate_errors_ban_ipaddress*
2022-11-05 00:00:42.147 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli  yh 0 get yhylapp_api_repeat_validate_errors_ban_ipaddress
2022-11-05 00:22:57.355 | WARNING  | __main__:handle:71 - 用户(id)：MichaelHe_1(5347998164)|查询命令：1|命令执行有误
2022-11-05 00:23:15.493 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 keys  *deny_login_error_ip_set*
2022-11-05 00:23:47.532 | WARNING  | __main__:handle:71 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 zcard yhylapp_deny_login_error_ip_set|命令执行有误
2022-11-05 00:32:02.711 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 zrange 1  5
2022-11-05 00:32:15.574 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 zrange 1  5 true
2022-11-05 00:33:04.554 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 zrange yhylapp_deny_login_error_ip_set 1 5
2022-11-05 00:34:33.360 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 keys *deny_login_error_ip_hash*
2022-11-05 00:35:02.566 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0  hget yhylapp_deny_login_error_ip_hash 27.191.79.51
2022-11-05 00:38:03.020 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 keys *ban_more_ip_error_set*
2022-11-05 00:40:51.229 | WARNING  | __main__:handle:71 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 ZREVRANK yhylapp_deny_login_error_ip_set 0 5|命令执行有误
2022-11-05 00:53:46.756 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0  hget yhylapp_deny_login_error_ip_hash 112.96.192.167
2022-11-07 20:53:57.699 | WARNING  | __main__:handle:71 - 用户(id)：wayne_999(1317379638)|查询命令：1|命令执行有误
2022-11-07 20:54:16.030 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli 28q 0 keys *transferConfirmQueue*
2022-11-07 21:43:31.347 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli 28q 0 keys *usdt_send_message_list*
2022-11-07 21:43:53.297 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli 28q 1 keys *usdt_send_message_list*
2022-11-08 18:43:10.974 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 keys *ThirdRuntime:get_bill_replenish:FBSport*
2022-11-08 18:44:34.866 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 get yhyladmin_ThirdRuntime:get_bill_replenish:FBSport
2022-11-08 19:09:34.331 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 keys *get_bill_replenish_config_*
2022-11-08 19:20:46.286 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 get yhyladmin_ThirdRuntime:get_bill_replenish:FBSport
2022-11-08 19:48:05.129 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 get yhyladmin_ThirdRuntime:get_bill_replenish:FBSport
2022-11-08 21:04:39.040 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 get yhyladmin_ThirdRuntime:get_bill_replenish:FBSport
2022-11-08 21:25:07.056 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 get yhyladmin_ThirdRuntime:get_bill_replenish:FBSport
2022-11-08 21:28:51.441 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 get yhyladmin_ThirdRuntime:get_bill_replenish:FBSport
2022-11-08 21:49:42.867 | WARNING  | __main__:handle:71 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli one 0 keys *ThirdRuntime:get_bill_replenish:*|命令执行有误
2022-11-08 21:49:53.939 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli yh 0 keys *ThirdRuntime:get_bill_replenish:*
2022-11-08 22:06:25.336 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli yh 3 keys *third_game_config_info*
2022-11-08 22:06:43.495 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli yh 3 hget yhyladmin_third_game_config_info
2022-11-08 22:07:10.857 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli yh 3 hget yhyladmin_third_game_config_info FBSport
2022-11-08 22:08:55.255 | INFO     | __main__:handle:60 - 用户(id)：taskcc(1778785954)|查询命令：redis-cli ng 0 hget ngapp_allwin_qr_code_url 785103
2022-11-08 22:11:07.418 | INFO     | __main__:handle:60 - 用户(id)：taskcc(1778785954)|查询命令：redis-cli yh 3 hget yhadmin_third_game_config_info FBSport
2022-11-08 22:18:43.762 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 get yhyladmin_ThirdRuntime:get_bill_replenish:FBSport
2022-11-08 22:32:54.378 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli yh 0 keys *ThirdRuntime:get_bill_replenish:*
2022-11-08 22:35:49.523 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli yh 3 keys *ThirdRuntime:get_bill_replenish:*
2022-11-08 22:35:56.236 | INFO     | __main__:handle:60 - 用户(id)：shooter_single(5318569296)|查询命令：redis-cli yh 1 keys *ThirdRuntime:get_bill_replenish:*
2022-11-08 23:12:42.994 | INFO     | __main__:handle:60 - 用户(id)：MichaelHe_1(5347998164)|查询命令：redis-cli yh 0 get yhyladmin_ThirdRuntime:get_bill_replenish:FBSport
2022-11-09 20:17:30.536 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli wd 14 get *elasticsearch_lock*
2022-11-09 20:20:22.358 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli wd 14 get *elasticsearch_lock*
2022-11-10 14:21:24.672 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli wd 14 get *elasticsearch_lock*
2022-11-10 14:26:02.202 | WARNING  | __main__:handle:71 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli wdyl 14 get *elasticsearch_lock*|命令执行有误
2022-11-10 14:26:17.040 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli wd 0 get *elasticsearch_lock*
2022-11-10 14:26:24.037 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli wd 14 get *elasticsearch_lock*
2022-11-10 23:28:35.340 | INFO     | __main__:handle:60 - 用户(id)：taskcc(1778785954)|查询命令：redis-cli ng 0 hget ngservice_usdt_wait_verify_address  TS6dwmizCJq2vMxskZDMJjZQ5kAmh23ydm
2022-11-13 21:36:12.087 | INFO     | __main__:handle:60 - 用户(id)：tony_hy(2132138283)|查询命令：redis-cli ng 0 keys *invite_charge_back_*
2022-11-14 22:20:01.995 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 keys *update_es_data*
2022-11-14 22:22:54.676 | WARNING  | __main__:handle:71 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 smembers 28qqbbservice_update_es_data|命令执行有误
2022-11-14 23:46:45.957 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:47:33.497 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:47:36.957 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:47:40.891 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:51:39.781 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:52:07.826 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:52:10.084 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:52:28.280 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:52:47.002 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:52:51.183 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:52:53.946 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:52:59.495 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:53:08.310 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:54:36.573 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:55:18.602 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
2022-11-14 23:55:40.694 | WARNING  | __main__:handle:71 - 用户(id)：bell_941(2141838381)|查询命令：好|命令执行有误
2022-11-15 00:03:17.867 | INFO     | __main__:handle:60 - 用户(id)：bell_941(2141838381)|查询命令：redis-cli 28q 0 get 28qqbbservice_update_es_data
